enddate,value
12/7/17 20:21,45
12/7/17 20:25,177
12/7/17 20:30,88
12/7/17 20:41,183
12/8/17 3:41,35
12/8/17 3:57,89
12/8/17 4:00,48
12/8/17 4:07,155
12/8/17 4:13,174
12/8/17 4:16,44
12/8/17 4:20,137
12/8/17 4:25,62
12/8/17 4:31,128
12/8/17 4:35,177
12/8/17 4:41,152
12/8/17 4:45,71
12/8/17 4:51,173
12/8/17 4:58,124
12/8/17 4:59,86
12/8/17 5:05,126
12/8/17 5:13,115
12/8/17 5:15,124
12/8/17 5:20,100
12/8/17 5:28,75
12/8/17 5:33,123
12/8/17 5:37,99
12/8/17 5:38,178
12/8/17 5:45,140
12/8/17 5:52,111
12/8/17 5:57,58
12/8/17 6:01,52
12/8/17 6:07,58
12/8/17 6:12,119
12/8/17 6:18,100
12/8/17 6:20,65
12/8/17 6:24,79
12/8/17 6:29,109
12/8/17 6:35,93
12/8/17 6:42,81
12/8/17 6:47,123
12/8/17 6:52,79
12/8/17 6:58,72
12/8/17 7:01,116
12/8/17 7:07,176
12/8/17 7:10,176
12/8/17 7:15,182
12/8/17 7:19,170
12/8/17 7:27,168
12/8/17 7:29,182
12/8/17 7:36,147
12/8/17 7:40,47
12/8/17 7:44,124
12/8/17 8:01,181
12/8/17 8:05,51
12/8/17 8:13,118
12/8/17 8:18,104
12/8/17 8:22,115
12/8/17 8:24,97
12/8/17 8:32,117
12/8/17 8:37,177
12/8/17 8:39,181
12/8/17 8:47,171
12/8/17 8:50,43
12/8/17 8:57,184
12/8/17 9:00,38
12/8/17 9:06,174
12/8/17 9:11,160
12/8/17 9:17,117
12/8/17 9:24,134
12/8/17 9:30,44
12/8/17 9:37,89
12/8/17 9:40,143
12/8/17 9:45,43
12/8/17 10:17,59
12/8/17 10:19,50
12/8/17 10:24,102
12/8/17 10:33,108
12/8/17 10:38,35
12/8/17 10:43,106
12/8/17 10:45,75
12/8/17 10:51,155
12/8/17 10:54,154
12/8/17 11:01,46
12/8/17 11:08,116
12/8/17 11:13,83
12/8/17 11:18,111
12/8/17 11:20,110
12/8/17 11:24,69
12/8/17 11:33,162
12/8/17 11:34,91
12/8/17 11:39,138
12/8/17 11:47,125
12/8/17 11:53,36
12/8/17 11:56,145
12/8/17 11:58,137
12/8/17 12:12,54
12/8/17 12:21,101
12/8/17 12:27,114
12/8/17 12:33,131
12/8/17 12:36,57
12/8/17 12:41,76
12/8/17 12:48,171
12/8/17 12:55,155
12/8/17 12:59,182
12/8/17 13:03,140
12/8/17 13:10,58
12/8/17 13:23,155
12/8/17 13:26,54
12/8/17 13:53,132
12/8/17 13:59,137
12/8/17 14:16,158
12/8/17 14:27,139
12/8/17 14:31,188
12/8/17 14:37,57
12/8/17 14:41,81
12/8/17 14:45,89
12/8/17 14:57,72
12/8/17 14:59,43
12/8/17 15:16,130
12/8/17 15:19,107
12/8/17 15:31,136
12/8/17 15:36,185
12/8/17 15:40,123
12/8/17 15:47,59
12/8/17 15:52,146
12/8/17 16:04,35
12/8/17 16:28,148
12/8/17 16:29,40
12/8/17 17:02,57
12/8/17 17:05,183
12/8/17 17:09,160
12/8/17 17:17,103
12/8/17 17:20,146
12/8/17 17:24,74
12/8/17 17:38,80
12/8/17 17:41,55
12/8/17 17:48,150
12/8/17 17:50,83
12/8/17 17:56,138
12/8/17 18:03,46
12/8/17 18:06,147
12/8/17 18:11,50
12/8/17 18:15,90
12/8/17 18:20,133
12/8/17 18:27,83
12/8/17 18:29,34
12/9/17 9:53,99
12/9/17 10:00,38
12/9/17 10:04,171
12/9/17 10:10,37
12/9/17 10:19,124
12/9/17 10:46,138
12/9/17 10:50,62
12/9/17 11:01,159
12/9/17 11:06,87
12/9/17 11:09,91
12/9/17 11:16,85
12/9/17 11:27,46
12/9/17 11:43,101
12/9/17 11:46,171
12/9/17 11:50,89
12/9/17 12:05,72
12/9/17 12:41,126
12/9/17 12:51,113
12/9/17 13:01,178
12/9/17 13:07,127
12/9/17 13:11,34
12/9/17 13:17,163
12/9/17 13:23,33
12/9/17 13:26,133
12/9/17 13:29,38
12/9/17 13:49,43
12/9/17 13:58,118
12/9/17 14:16,140
12/9/17 14:18,144
12/9/17 14:43,107
12/9/17 14:51,53
12/9/17 14:56,125
12/9/17 15:06,64
12/9/17 15:13,122
12/9/17 15:16,133
12/9/17 15:19,69
12/9/17 15:27,149
12/9/17 15:30,165
12/9/17 15:34,59
12/9/17 15:41,93
12/9/17 15:48,61
12/9/17 15:52,47
12/9/17 15:57,181
12/9/17 15:58,33
12/9/17 16:05,123
12/9/17 16:10,183
12/9/17 16:15,42
12/9/17 16:20,163
12/9/17 16:27,138
12/9/17 16:31,85
12/9/17 16:38,34
12/9/17 16:40,158
12/9/17 16:44,177
12/9/17 16:53,103
12/9/17 16:57,147
12/9/17 17:02,86
12/9/17 17:07,96
12/9/17 17:10,133
12/9/17 17:13,68
12/9/17 17:23,38
12/9/17 17:28,149
12/9/17 17:31,174
12/9/17 17:35,50
12/9/17 17:39,116
12/9/17 17:48,35
12/9/17 17:49,44
12/9/17 17:59,163
12/9/17 18:06,131
12/9/17 18:09,162
12/10/17 9:41,101
12/10/17 10:11,135
12/10/17 10:15,92
12/10/17 10:19,138
12/10/17 10:38,87
12/10/17 10:47,34
12/10/17 11:08,163
12/10/17 11:12,153
12/10/17 11:14,85
12/10/17 11:21,163
12/10/17 11:24,164
12/10/17 11:30,149
12/10/17 11:38,49
12/10/17 11:41,164
12/10/17 11:46,98
12/10/17 11:49,84
12/10/17 12:02,117
12/10/17 12:08,55
12/10/17 12:13,52
12/10/17 12:29,150
12/10/17 12:43,140
12/10/17 12:47,90
12/10/17 12:53,171
12/10/17 12:55,90
12/10/17 13:01,70
12/10/17 13:20,145
12/10/17 13:47,95
12/10/17 13:49,177
12/10/17 13:54,121
12/10/17 14:01,154
12/10/17 14:08,157
12/10/17 14:11,68
12/10/17 14:22,111
12/10/17 14:48,150
12/11/17 9:47,39
12/11/17 9:50,137
12/11/17 9:59,118
12/11/17 10:17,151
12/11/17 10:18,178
12/11/17 10:33,51
12/11/17 10:44,37
12/11/17 10:50,88
12/11/17 10:54,132
12/11/17 10:59,75
12/11/17 11:06,121
12/11/17 11:08,170
12/11/17 11:17,152
12/11/17 11:22,175
12/11/17 11:27,180
12/11/17 11:32,73
12/11/17 11:35,184
12/11/17 11:42,145
12/11/17 11:45,74
12/11/17 11:49,131
12/11/17 12:06,35
12/11/17 12:10,71
12/11/17 12:17,103
12/11/17 12:21,51
12/11/17 12:34,45
12/11/17 12:43,71
12/11/17 12:47,43
12/11/17 12:58,74
12/11/17 13:08,95
12/11/17 13:15,171
12/11/17 13:20,52
12/11/17 13:24,173
12/11/17 13:31,151
12/11/17 13:38,140
12/11/17 13:40,85
12/11/17 13:47,149
12/11/17 13:48,123
12/11/17 14:00,136
12/11/17 14:06,48
12/11/17 14:18,63
12/11/17 14:29,41
12/11/17 14:36,119
12/11/17 14:48,40
12/11/17 14:51,39
12/11/17 15:07,51
12/11/17 15:43,46
12/11/17 15:48,176
12/11/17 15:51,157
12/11/17 15:56,118
12/11/17 16:01,58
12/11/17 16:05,96
12/11/17 16:11,51
12/11/17 16:18,136
12/11/17 16:22,175
12/11/17 16:32,55
12/11/17 16:48,147
12/11/17 18:40,99
12/11/17 18:52,34
12/11/17 19:08,111
12/11/17 19:10,141
12/11/17 19:16,107
12/11/17 19:18,152
12/11/17 19:24,148
12/11/17 19:33,167
12/11/17 19:34,175
12/11/17 19:40,129
12/11/17 23:47,44
12/11/17 23:50,37
12/11/17 23:53,179
12/12/17 0:16,121
12/12/17 9:38,36
12/12/17 9:41,82
12/12/17 9:44,151
12/12/17 9:52,188
12/12/17 9:55,61
12/12/17 10:02,45
12/12/17 10:09,160
12/12/17 10:28,147
12/12/17 10:32,100
12/12/17 10:48,33
12/12/17 10:51,126
12/12/17 10:53,76
12/12/17 11:02,150
12/12/17 11:05,57
12/12/17 11:12,100
12/12/17 11:17,167
12/12/17 11:20,69
12/12/17 11:24,170
12/12/17 11:30,119
12/12/17 11:35,170
12/12/17 11:46,131
12/12/17 11:50,135
12/12/17 11:54,39
12/12/17 12:04,108
12/12/17 12:09,161
12/12/17 12:14,33
12/12/17 12:22,130
12/12/17 12:24,108
12/12/17 12:29,67
12/12/17 12:33,53
12/12/17 12:43,172
12/12/17 12:53,84
12/12/17 12:55,116
12/12/17 13:02,150
12/12/17 13:06,114
12/12/17 13:12,94
12/12/17 13:14,174
12/12/17 13:20,145
12/12/17 13:25,108
12/12/17 13:33,128
12/12/17 13:34,59
12/12/17 13:43,73
12/12/17 13:52,178
12/12/17 14:00,68
12/12/17 14:10,69
12/12/17 14:17,139
12/12/17 14:20,89
12/12/17 14:26,133
12/12/17 14:29,77
12/12/17 14:37,106
12/12/17 14:39,98
12/12/17 14:44,155
12/12/17 14:50,57
12/12/17 15:00,38
12/12/17 15:15,146
12/12/17 15:21,42
12/12/17 15:24,72
12/12/17 15:30,96
12/12/17 15:38,91
12/12/17 15:39,115
12/12/17 15:45,116
12/12/17 15:49,41
12/12/17 15:57,124
12/12/17 16:06,75
12/12/17 16:21,80
12/12/17 16:27,45
12/12/17 16:29,129
12/12/17 16:38,67
12/12/17 16:41,181
12/12/17 16:45,41
12/12/17 16:53,167
12/12/17 16:58,95
12/12/17 17:00,126
12/12/17 17:08,53
12/12/17 17:13,73
12/12/17 17:15,85
12/12/17 17:21,45
12/12/17 17:28,54
12/12/17 17:30,116
12/12/17 17:36,116
12/12/17 17:39,127
12/12/17 17:44,49
12/12/17 17:50,47
12/12/17 17:56,54
12/12/17 18:03,137
12/12/17 18:06,69
12/12/17 18:10,98
12/12/17 18:15,137
12/12/17 18:24,95
12/12/17 18:29,145
12/12/17 18:35,161
12/12/17 18:42,139
12/12/17 18:47,148
12/12/17 18:55,49
12/12/17 19:05,33
12/12/17 19:11,163
12/12/17 19:18,93
12/12/17 19:22,173
12/12/17 19:24,113
12/12/17 19:32,121
12/12/17 19:36,123
12/12/17 19:45,164
12/12/17 19:51,82
12/12/17 19:57,45
12/12/17 20:12,148
12/12/17 20:23,100
12/12/17 20:24,187
12/12/17 20:30,64
12/12/17 20:38,92
12/12/17 20:42,117
12/12/17 20:44,190
12/13/17 18:13,74
12/13/17 18:14,38
12/13/17 18:21,90
12/13/17 18:25,179
12/13/17 18:33,180
12/13/17 18:34,77
12/13/17 18:42,100
12/13/17 18:47,85
12/13/17 18:57,59
12/13/17 19:00,38
12/13/17 19:05,150
12/13/17 19:17,186
12/13/17 19:20,105
12/13/17 19:26,52
12/13/17 19:39,174
12/13/17 19:48,33
12/13/17 19:56,146
12/13/17 20:00,151
12/13/17 20:09,115
12/13/17 20:17,145
12/13/17 20:22,163
12/14/17 12:36,135
12/14/17 12:52,82
12/14/17 12:56,117
12/14/17 12:59,128
12/14/17 13:07,190
12/14/17 13:09,151
12/14/17 13:14,151
12/14/17 13:19,187
12/14/17 13:27,131
12/14/17 13:32,92
12/14/17 13:36,168
12/14/17 13:43,176
12/14/17 13:47,38
12/14/17 13:53,139
12/14/17 13:54,44
12/14/17 14:03,187
12/14/17 14:07,104
12/14/17 14:11,130
12/14/17 14:15,101
12/14/17 14:21,127
12/14/17 14:25,99
12/14/17 14:33,141
12/14/17 14:34,50
12/14/17 14:45,90
12/14/17 14:54,122
12/14/17 15:03,132
12/14/17 15:07,62
12/14/17 15:10,169
12/14/17 15:16,188
12/14/17 15:19,98
12/14/17 15:26,135
12/14/17 15:45,144
12/14/17 15:58,72
12/14/17 16:00,185
12/14/17 16:05,90
12/14/17 16:11,133
12/14/17 16:15,126
12/14/17 16:21,189
12/14/17 16:24,158
12/14/17 16:28,92
12/15/17 14:42,142
12/15/17 14:46,73
12/15/17 15:39,160
12/15/17 17:04,139
12/15/17 17:09,158
12/15/17 17:52,170
12/15/17 18:23,187
12/15/17 18:58,152
12/15/17 19:16,151
12/15/17 19:32,127
12/15/17 19:48,149
12/15/17 19:50,78
12/15/17 20:03,174
12/15/17 20:07,184
12/15/17 20:12,42
12/15/17 20:17,55
12/15/17 20:23,119
12/15/17 20:28,49
12/15/17 20:30,170
12/15/17 20:35,139
12/15/17 20:42,160
12/15/17 20:46,69
12/15/17 20:58,49
12/15/17 21:03,174
12/15/17 21:05,86
12/15/17 21:11,38
12/15/17 21:16,152
12/15/17 21:18,107
12/15/17 21:28,118
12/15/17 21:30,95
12/15/17 21:37,80
12/15/17 21:40,148
12/15/17 21:46,182
12/15/17 21:53,56
12/15/17 21:58,50
12/15/17 22:08,102
12/15/17 22:10,110
12/15/17 22:16,94
12/15/17 22:19,81
12/16/17 12:31,72
12/16/17 12:45,65
12/16/17 12:51,103
12/16/17 13:21,73
12/16/17 13:23,178
12/16/17 13:29,122
12/16/17 13:36,34
12/16/17 13:41,50
12/16/17 13:44,43
12/16/17 13:50,136
12/16/17 13:55,108
12/16/17 14:00,187
12/16/17 14:08,113
12/16/17 14:37,149
12/16/17 15:49,74
12/16/17 16:08,42
12/16/17 17:56,135
12/16/17 18:08,105
12/16/17 18:46,156
12/16/17 18:51,130
12/16/17 19:52,96
12/16/17 19:57,132
12/17/17 10:31,111
12/17/17 10:53,155
12/17/17 10:57,160
12/17/17 11:00,114
12/17/17 11:09,70
12/17/17 11:15,120
12/17/17 11:21,144
12/17/17 11:29,82
12/17/17 11:37,158
12/17/17 11:46,152
12/17/17 11:50,103
12/17/17 12:42,40
12/17/17 12:44,87
12/17/17 12:52,184
12/17/17 13:32,103
12/17/17 13:36,135
12/17/17 13:41,175
12/17/17 13:45,171
12/17/17 13:51,93
12/17/17 13:58,119
12/17/17 14:07,176
12/17/17 14:12,166
12/17/17 14:55,157
12/17/17 15:13,159
12/17/17 15:15,53
12/17/17 15:21,92
12/17/17 15:45,175
12/17/17 15:51,183
12/17/17 15:56,176
12/17/17 16:06,44
12/17/17 16:20,113
12/17/17 16:31,100
12/17/17 16:43,92
12/17/17 16:45,179
12/17/17 16:49,139
12/17/17 17:07,176
12/17/17 17:22,47
12/17/17 17:26,152
12/17/17 17:33,79
12/17/17 17:38,160
12/17/17 17:44,118
12/17/17 17:50,52
12/17/17 17:54,166
12/17/17 18:00,133
12/17/17 18:05,64
12/17/17 18:08,148
12/17/17 18:33,147
12/17/17 18:49,165
12/17/17 18:56,110
12/17/17 19:06,144
12/17/17 19:13,116
12/17/17 19:14,36
12/17/17 19:21,155
12/17/17 19:26,154
12/17/17 19:32,157
12/17/17 19:39,129
12/17/17 19:47,136
12/18/17 5:21,119
12/18/17 5:42,92
12/18/17 5:44,128
12/18/17 5:51,112
12/18/17 5:58,34
12/18/17 6:00,162
12/18/17 6:06,137
12/18/17 6:13,163
12/18/17 6:17,173
12/18/17 6:19,186
12/18/17 6:26,138
12/18/17 6:33,92
12/18/17 6:35,160
12/18/17 6:40,86
12/18/17 6:44,98
12/18/17 6:49,190
12/18/17 6:54,89
12/18/17 7:01,124
12/18/17 7:06,185
12/18/17 7:13,58
12/18/17 7:15,149
12/18/17 7:19,73
12/18/17 7:26,56
12/18/17 7:38,153
12/18/17 7:40,113
12/18/17 7:46,128
12/18/17 7:49,110
12/18/17 7:56,190
12/18/17 8:00,66
12/18/17 8:07,68
12/18/17 8:08,169
12/18/17 8:16,163
12/18/17 8:19,124
12/18/17 8:29,152
12/18/17 8:38,143
12/18/17 8:42,63
12/18/17 8:44,68
12/18/17 8:51,178
12/18/17 8:57,81
12/18/17 9:03,85
12/18/17 9:13,140
12/18/17 9:18,57
12/18/17 9:23,75
12/18/17 9:27,178
12/18/17 9:30,179
12/18/17 9:36,51
12/18/17 9:55,121
12/18/17 9:59,166
12/18/17 10:06,158
12/18/17 10:09,132
12/18/17 10:14,53
12/18/17 10:22,85
12/18/17 10:25,62
12/18/17 10:28,96
12/18/17 10:34,55
12/18/17 10:41,114
12/18/17 10:43,141
12/18/17 10:53,154
12/18/17 10:55,72
12/18/17 10:59,185
12/18/17 11:06,66
12/18/17 11:10,70
12/18/17 11:15,121
12/18/17 11:22,179
12/18/17 11:25,92
12/18/17 11:33,64
12/18/17 11:38,95
12/18/17 12:17,176
12/18/17 12:30,51
12/18/17 12:36,161
12/18/17 12:41,148
12/18/17 12:47,136
12/18/17 12:51,82
12/18/17 12:55,167
12/18/17 12:59,100
12/18/17 13:05,87
12/18/17 13:22,75
12/18/17 13:25,128
12/18/17 13:32,187
12/18/17 13:34,129
12/18/17 13:45,123
12/18/17 13:52,139
12/18/17 13:54,154
12/18/17 14:03,66
12/18/17 14:05,160
12/18/17 14:13,76
12/18/17 14:15,35
12/18/17 14:33,117
12/18/17 14:34,59
12/18/17 14:39,42
12/18/17 14:48,175
12/18/17 14:51,185
12/18/17 14:56,181
12/18/17 14:58,186
12/18/17 15:08,163
12/18/17 15:11,82
12/18/17 15:16,81
12/18/17 15:20,132
12/18/17 15:26,168
12/18/17 15:32,127
12/18/17 15:33,95
12/18/17 15:43,74
12/18/17 15:47,53
12/18/17 15:59,34
12/18/17 16:13,53
6/20/19 14:25,186
12/23/17 12:29,62
12/23/17 12:35,120
12/23/17 12:42,118
12/23/17 12:46,163
12/23/17 12:48,133
12/23/17 12:56,71
12/23/17 12:58,152
12/23/17 13:07,187
12/23/17 13:08,56
12/23/17 13:14,153
12/23/17 13:21,148
12/23/17 13:23,50
12/23/17 13:27,62
12/23/17 13:33,182
12/23/17 13:38,104
12/23/17 13:44,124
12/23/17 13:51,53
12/23/17 13:56,94
12/23/17 14:01,51
12/23/17 14:03,118
12/23/17 14:12,136
12/23/17 14:16,148
12/23/17 14:21,151
12/23/17 14:29,150
12/23/17 15:32,44
12/23/17 16:27,74
12/23/17 16:29,138
12/23/17 16:43,124
12/23/17 16:50,37
12/23/17 17:56,190
12/23/17 18:08,111
12/23/17 18:14,187
12/23/17 18:41,182
12/24/17 8:43,188
12/24/17 8:48,166
12/18/17 16:17,66
12/18/17 16:25,99
12/18/17 16:32,121
12/18/17 16:42,79
12/18/17 16:45,169
12/18/17 16:57,176
12/19/17 5:13,54
12/19/17 5:23,41
12/19/17 5:26,33
12/19/17 5:33,189
12/19/17 5:36,144
12/19/17 5:42,82
12/19/17 5:44,126
12/19/17 5:50,67
12/19/17 5:56,95
12/19/17 5:59,47
12/19/17 6:11,66
12/19/17 6:14,158
12/19/17 6:22,125
12/19/17 6:28,38
12/19/17 6:33,50
12/19/17 6:37,115
12/19/17 6:42,98
12/19/17 6:45,93
12/19/17 6:50,178
12/19/17 7:03,36
12/19/17 7:11,142
12/19/17 7:16,183
12/19/17 7:20,163
12/19/17 7:25,148
12/19/17 7:33,181
12/19/17 7:36,69
12/19/17 7:40,61
12/19/17 7:44,51
12/19/17 7:53,118
12/19/17 7:57,34
12/19/17 8:03,104
12/19/17 8:17,100
12/19/17 8:25,93
12/19/17 8:33,64
12/19/17 8:36,176
12/19/17 8:38,72
12/19/17 8:44,133
12/19/17 8:52,46
12/19/17 8:55,39
12/19/17 9:00,132
12/19/17 9:06,77
12/19/17 9:09,115
12/19/17 9:14,62
12/19/17 9:21,179
12/19/17 9:27,166
12/19/17 9:32,43
12/19/17 9:38,190
12/19/17 9:43,42
12/19/17 9:45,57
12/19/17 9:50,34
12/19/17 10:13,187
12/19/17 10:14,100
12/19/17 10:38,126
12/19/17 10:42,71
12/19/17 10:46,35
12/19/17 10:52,154
12/19/17 10:55,33
12/19/17 11:01,160
12/19/17 11:04,134
12/19/17 11:10,184
12/19/17 11:17,172
12/19/17 11:21,133
12/19/17 11:23,100
12/19/17 11:30,36
12/19/17 11:34,175
12/19/17 11:39,181
12/19/17 11:46,185
12/19/17 11:51,48
12/19/17 11:58,63
12/19/17 11:59,130
12/19/17 12:06,159
12/19/17 12:11,132
12/19/17 12:17,74
12/19/17 12:20,58
12/19/17 12:28,87
12/19/17 12:30,137
12/19/17 12:38,103
12/19/17 12:42,37
12/19/17 12:46,40
12/19/17 12:51,124
12/19/17 12:54,185
12/19/17 12:58,163
12/19/17 13:08,104
12/19/17 13:11,124
12/19/17 13:15,118
12/19/17 13:23,145
12/19/17 13:27,72
12/19/17 13:31,180
12/19/17 13:34,158
12/19/17 13:39,118
12/19/17 13:52,157
12/19/17 13:53,41
12/19/17 14:00,111
12/19/17 14:18,111
12/19/17 14:23,145
12/20/17 5:20,35
12/20/17 5:26,48
12/20/17 5:31,181
12/20/17 5:34,148
12/20/17 5:48,61
12/20/17 5:53,158
12/20/17 5:55,58
12/20/17 6:03,137
12/20/17 6:07,177
12/20/17 6:10,49
12/20/17 6:13,39
12/20/17 6:21,98
12/20/17 6:25,92
12/20/17 6:33,112
12/20/17 6:37,50
12/20/17 6:40,120
12/20/17 6:44,174
12/20/17 6:50,83
12/20/17 6:55,87
12/20/17 7:00,102
12/20/17 7:04,170
12/20/17 7:13,170
12/20/17 7:17,66
12/20/17 7:23,113
12/20/17 7:26,99
12/20/17 7:30,112
12/20/17 7:38,181
12/20/17 7:39,120
12/20/17 7:44,86
12/20/17 7:50,39
12/20/17 7:57,98
12/20/17 7:59,44
12/20/17 8:07,151
12/20/17 8:10,178
12/20/17 8:13,184
12/20/17 8:23,190
12/20/17 8:25,68
12/20/17 8:32,39
12/20/17 8:42,58
12/20/17 8:48,160
12/20/17 8:51,129
12/20/17 8:55,139
12/20/17 9:00,123
12/20/17 9:12,62
12/20/17 9:14,123
12/20/17 9:21,166
12/20/17 9:27,180
12/20/17 9:47,168
12/20/17 9:49,43
12/20/17 9:57,116
12/20/17 9:59,91
12/20/17 10:04,92
12/20/17 10:13,164
12/20/17 10:16,91
12/20/17 10:22,169
12/20/17 10:27,40
12/20/17 10:31,64
12/20/17 10:37,85
12/20/17 10:41,69
12/20/17 10:45,89
12/20/17 10:52,95
12/20/17 10:54,143
12/20/17 11:01,45
12/20/17 11:07,45
12/20/17 11:13,168
12/20/17 11:15,116
12/20/17 11:21,81
12/20/17 11:26,168
12/20/17 11:33,137
12/20/17 11:35,177
12/20/17 11:40,160
12/20/17 11:47,57
12/20/17 11:50,167
12/20/17 11:57,163
12/20/17 12:01,181
12/20/17 12:06,114
12/20/17 12:12,118
12/20/17 12:15,100
12/20/17 12:23,60
12/20/17 12:28,87
12/20/17 12:33,175
12/20/17 12:35,184
12/20/17 12:43,86
12/20/17 12:44,176
12/20/17 12:52,93
12/20/17 12:58,65
12/20/17 13:00,129
12/20/17 13:08,45
12/20/17 13:12,79
12/20/17 13:18,115
12/20/17 13:23,84
12/24/17 8:53,85
12/24/17 8:58,150
12/24/17 9:06,146
12/24/17 9:10,127
12/24/17 9:12,156
12/24/17 9:35,165
12/24/17 9:37,166
12/24/17 9:44,78
12/24/17 9:51,40
12/24/17 9:52,47
12/20/17 13:26,37
12/20/17 13:33,106
12/20/17 13:37,177
12/20/17 13:41,190
12/20/17 13:44,184
12/20/17 13:53,121
12/20/17 13:58,51
12/20/17 13:59,96
12/20/17 14:07,157
12/20/17 14:12,141
12/20/17 14:17,186
12/20/17 14:24,110
12/20/17 14:39,98
12/20/17 14:52,82
12/20/17 14:54,131
12/20/17 15:08,90
12/20/17 15:10,155
12/20/17 15:18,51
12/20/17 15:27,157
12/20/17 15:31,82
12/20/17 15:34,168
12/20/17 15:40,170
12/20/17 15:46,124
12/20/17 15:50,37
12/20/17 15:55,115
12/20/17 16:02,134
12/20/17 16:03,124
12/20/17 16:08,168
12/20/17 16:14,137
12/20/17 16:20,102
12/20/17 16:26,58
12/20/17 16:31,147
12/20/17 16:36,93
12/20/17 16:39,132
12/20/17 16:46,99
12/20/17 16:49,67
12/20/17 16:58,108
12/20/17 17:02,139
12/20/17 17:04,99
12/20/17 17:10,170
12/20/17 17:22,71
12/20/17 17:56,37
12/20/17 17:59,40
12/20/17 18:16,106
12/20/17 18:22,107
12/20/17 18:25,66
12/20/17 18:31,76
12/20/17 18:38,42
12/20/17 18:41,71
12/20/17 18:44,179
12/20/17 18:53,126
12/20/17 18:54,136
12/20/17 19:00,52
12/20/17 19:06,89
12/21/17 12:13,149
12/21/17 12:19,172
12/21/17 12:27,110
12/21/17 12:37,101
12/21/17 12:41,69
12/21/17 12:45,138
12/21/17 13:03,64
12/21/17 13:04,178
12/21/17 13:18,89
12/21/17 13:27,35
12/21/17 13:30,121
12/21/17 13:34,180
12/21/17 13:38,162
12/21/17 13:46,56
12/21/17 13:56,125
12/21/17 14:01,39
12/21/17 14:04,123
12/21/17 14:33,81
12/21/17 14:40,47
12/21/17 14:48,107
12/29/17 14:04,86
12/29/17 14:11,92
12/29/17 14:20,105
12/24/17 10:09,149
12/24/17 10:13,140
12/24/17 10:26,81
12/24/17 10:31,146
12/24/17 10:33,172
12/24/17 10:40,106
12/24/17 10:47,50
12/24/17 10:49,131
12/24/17 11:07,142
12/24/17 11:10,88
12/24/17 11:22,89
12/24/17 11:31,138
12/24/17 11:48,119
12/24/17 11:55,187
12/24/17 12:05,65
12/24/17 12:57,110
12/24/17 13:06,141
12/24/17 13:19,82
12/24/17 13:24,141
12/24/17 13:31,83
12/24/17 13:36,115
12/24/17 13:38,40
12/24/17 13:45,114
12/24/17 13:49,116
12/24/17 13:57,54
12/24/17 13:58,175
12/24/17 14:06,91
12/24/17 14:14,142
12/24/17 14:21,159
12/24/17 14:24,129
12/24/17 14:33,181
12/24/17 14:50,101
12/24/17 14:55,130
12/24/17 14:59,143
12/24/17 15:05,35
12/24/17 15:07,182
12/24/17 15:13,154
12/24/17 15:22,104
12/24/17 15:47,69
12/24/17 15:49,88
12/24/17 16:10,151
12/24/17 16:13,95
12/24/17 16:20,112
12/24/17 16:31,175
12/24/17 16:32,97
12/24/17 16:41,64
12/24/17 16:46,188
12/24/17 16:47,100
12/24/17 16:56,59
12/24/17 17:10,40
12/24/17 17:14,105
12/24/17 17:19,34
12/24/17 17:27,144
12/24/17 17:35,121
12/24/17 17:38,125
12/24/17 17:44,138
12/24/17 17:51,136
12/24/17 17:54,111
12/24/17 18:01,141
12/24/17 18:05,56
12/24/17 18:22,173
12/24/17 18:28,168
12/24/17 18:50,49
12/24/17 18:52,47
12/24/17 19:02,63
12/29/17 14:39,116
12/29/17 15:43,82
12/29/17 16:39,101
12/29/17 16:49,177
12/29/17 16:52,164
12/29/17 16:57,183
12/29/17 17:04,83
12/29/17 17:18,179
12/29/17 17:23,108
12/29/17 17:28,129
12/29/17 17:32,147
12/29/17 17:38,158
12/29/17 17:47,52
12/29/17 18:00,57
12/29/17 18:02,83
12/29/17 18:07,113
12/29/17 18:24,75
12/29/17 18:28,137
12/29/17 18:44,122
12/29/17 18:48,79
12/29/17 18:54,82
12/29/17 19:01,101
12/29/17 19:04,176
12/29/17 19:10,82
12/29/17 19:16,179
12/29/17 19:22,106
12/29/17 19:29,69
12/29/17 19:45,106
12/29/17 19:58,156
12/29/17 20:05,74
12/29/17 20:07,138
12/29/17 20:15,151
12/29/17 20:21,119
12/29/17 20:26,144
12/29/17 20:30,117
12/29/17 20:33,105
12/29/17 20:39,102
12/29/17 20:49,170
12/29/17 20:53,171
12/29/17 20:57,132
12/29/17 21:10,100
12/29/17 21:15,126
12/29/17 21:18,37
12/29/17 21:36,155
12/29/17 21:41,82
12/29/17 21:43,131
12/29/17 21:50,48
12/29/17 21:52,78
12/29/17 21:57,83
12/21/17 15:07,105
12/21/17 15:30,163
12/21/17 15:38,83
12/21/17 15:43,83
12/21/17 15:51,156
12/21/17 15:57,45
12/21/17 16:13,139
12/21/17 16:15,93
12/21/17 16:29,69
12/21/17 16:35,141
12/21/17 16:52,40
12/21/17 17:08,144
12/21/17 17:10,81
12/21/17 17:31,173
12/21/17 17:36,103
12/21/17 17:40,99
12/24/17 19:12,140
12/24/17 19:25,39
12/24/17 19:31,81
12/24/17 19:37,40
12/24/17 19:56,168
12/24/17 20:01,146
12/21/17 18:13,45
